Country,EdLevel,YearsCodePro,Salary
Canada,Less than a Bachelors,8.0,45379.0
United States,Less than a Bachelors,19.0,135000.0
United States,Less than a Bachelors,4.0,85000.0
United States,Bachelor’s degree,2.0,70000.0
United States,Less than a Bachelors,3.0,85000.0
United States,Bachelor’s degree,5.0,85000.0
United States,Master’s degree,4.0,87500.0
Australia,Bachelor’s degree,10.0,60129.0
Australia,Post grad,10.0,73491.0
United States,Less than a Bachelors,9.0,133000.0
United States,Less than a Bachelors,4.0,140000.0
United States,Bachelor’s degree,3.0,115000.0
United States,Less than a Bachelors,4.0,130000.0
United States,Post grad,5.0,150000.0
Canada,Master’s degree,15.0,79413.0
Italy,Master’s degree,8.0,50806.0
United States,Post grad,6.0,105000.0
Canada,Bachelor’s degree,22.0,113447.0
Australia,Bachelor’s degree,1.0,53448.0
Australia,Less than a Bachelors,10.0,100214.0
Canada,Less than a Bachelors,5.0,32521.0
United States,Bachelor’s degree,6.0,155000.0
United States,Less than a Bachelors,21.0,200000.0
United States,Master’s degree,5.0,250000.0
United States,Bachelor’s degree,39.0,142000.0
United States,Bachelor’s degree,10.0,110000.0
United States,Master’s degree,38.0,140000.0
United States,Bachelor’s degree,2.0,140000.0
United States,Master’s degree,12.0,165000.0
United States,Bachelor’s degree,5.0,125000.0
United States,Bachelor’s degree,26.0,139992.0
United States,Bachelor’s degree,2.0,110000.0
United States,Bachelor’s degree,4.0,43000.0
Germany,Master’s degree,5.0,64860.0
Sweden,Bachelor’s degree,7.0,61368.0
United States,Post grad,21.0,195000.0
United States,Bachelor’s degree,20.0,167000.0
United States,Master’s degree,6.0,72000.0
United States,Master’s degree,13.0,120000.0
United States,Less than a Bachelors,1.0,100000.0
United States,Less than a Bachelors,12.0,73320.0
Canada,Less than a Bachelors,1.0,60505.0
United States,Master’s degree,28.0,110000.0
United States,Master’s degree,7.0,95000.0
United Kingdom,Master’s degree,2.0,58813.0
Australia,Bachelor’s degree,20.0,73491.0
United States,Bachelor’s degree,20.0,125000.0
United States,Bachelor’s degree,1.0,62500.0
United States,Bachelor’s degree,10.0,130000.0
United States,Master’s degree,14.0,200000.0
United States,Bachelor’s degree,22.0,140000.0
United Kingdom,Bachelor’s degree,19.0,96945.0
United States,Master’s degree,5.0,75000.0
Spain,Bachelor’s degree,8.0,48644.0
United States,Master’s degree,30.0,170000.0
United States,Bachelor’s degree,15.0,72000.0
Germany,Bachelor’s degree,4.0,60972.0
United States,Bachelor’s degree,10.0,155000.0
India,Bachelor’s degree,6.0,11724.0
Canada,Less than a Bachelors,26.0,98321.0
Canada,Master’s degree,3.0,45379.0
United States,Bachelor’s degree,3.0,85000.0
United States,Master’s degree,5.0,124000.0
United States,Bachelor’s degree,12.0,135000.0
Australia,Master’s degree,6.0,40080.0
United States,Bachelor’s degree,20.0,67300.0
United States,Bachelor’s degree,6.0,77250.0
Australia,Bachelor’s degree,10.0,80172.0
United States,Master’s degree,4.0,115000.0
Australia,Master’s degree,2.0,62196.0
United States,Master’s degree,16.0,110000.0
United Kingdom,Master’s degree,3.0,109871.0
United Kingdom,Post grad,21.0,49758.0
United Kingdom,Less than a Bachelors,16.0,84019.0
United States,Master’s degree,22.0,180000.0
United States,Bachelor’s degree,7.0,115000.0
Australia,Less than a Bachelors,7.0,54784.0
United States,Master’s degree,6.0,215000.0
United States,Bachelor’s degree,4.0,110000.0
United States,Bachelor’s degree,0.5,80000.0
United States,Less than a Bachelors,24.0,100000.0
United States,Less than a Bachelors,12.0,123000.0
United States,Bachelor’s degree,19.0,134000.0
United States,Bachelor’s degree,7.0,92150.0
United States,Post grad,20.0,250000.0
United States,Master’s degree,6.0,110000.0
United States,Master’s degree,11.0,180000.0
United States,Bachelor’s degree,26.0,180000.0
United States,Bachelor’s degree,0.5,81000.0
Australia,Bachelor’s degree,3.0,42090.0
United States,Bachelor’s degree,5.0,115000.0
United States,Bachelor’s degree,12.0,175000.0
United States,Bachelor’s degree,10.0,200000.0
United States,Master’s degree,3.0,63000.0
United States,Master’s degree,29.0,140000.0
United States,Master’s degree,6.0,200000.0
United Kingdom,Less than a Bachelors,6.0,96945.0
United States,Less than a Bachelors,1.0,87200.0
Canada,Bachelor’s degree,7.0,94539.0
United States,Less than a Bachelors,6.0,99000.0
Australia,Bachelor’s degree,24.0,90861.0
United Kingdom,Post grad,10.0,54049.0
France,Less than a Bachelors,16.0,84316.0
Australia,Bachelor’s degree,17.0,66810.0
United States,Bachelor’s degree,3.0,72000.0
United States,Bachelor’s degree,25.0,105000.0
United States,Bachelor’s degree,20.0,159000.0
United States,Bachelor’s degree,19.0,248000.0
United States,Bachelor’s degree,22.0,136000.0
United States,Bachelor’s degree,25.0,125000.0
United States,Less than a Bachelors,5.0,90000.0
United States,Less than a Bachelors,3.0,65000.0
United States,Bachelor’s degree,4.0,48000.0
Australia,Less than a Bachelors,10.0,69133.0
United States,Bachelor’s degree,10.0,140000.0
Canada,Less than a Bachelors,16.0,69581.0
United States,Bachelor’s degree,8.0,92500.0
United States,Bachelor’s degree,22.0,150000.0
United States,Less than a Bachelors,6.0,62000.0
United States,Less than a Bachelors,0.5,60000.0
United States,Post grad,5.0,83200.0
Canada,Bachelor’s degree,10.0,57480.0
Canada,Bachelor’s degree,16.0,75631.0
Brazil,Bachelor’s degree,9.0,16488.0
United States,Bachelor’s degree,1.0,138000.0
United States,Less than a Bachelors,15.0,105000.0
United States,Less than a Bachelors,5.0,80000.0
United States,Bachelor’s degree,2.0,110000.0
Canada,Bachelor’s degree,14.0,113447.0
Spain,Master’s degree,1.0,19458.0
United States,Less than a Bachelors,3.0,110000.0
United States,Bachelor’s degree,2.0,130000.0
United States,Post grad,0.5,105000.0
Australia,Bachelor’s degree,2.0,43426.0
United States,Less than a Bachelors,3.0,86000.0
United States,Master’s degree,8.0,125000.0
United States,Bachelor’s degree,2.0,145000.0
Australia,Bachelor’s degree,19.0,72154.0
United States,Bachelor’s degree,8.0,78000.0
United States,Less than a Bachelors,22.0,83000.0
United States,Bachelor’s degree,26.0,250000.0
Australia,Bachelor’s degree,7.0,100214.0
United States,Less than a Bachelors,9.0,120000.0
Brazil,Master’s degree,10.0,20845.0
United States,Less than a Bachelors,10.0,90000.0
United States,Bachelor’s degree,14.0,165000.0
Canada,Post grad,16.0,90758.0
Canada,Bachelor’s degree,2.0,56723.0
United States,Bachelor’s degree,6.0,220000.0
United States,Less than a Bachelors,12.0,70000.0
United States,Bachelor’s degree,16.0,105000.0
United States,Less than a Bachelors,26.0,157000.0
United States,Bachelor’s degree,10.0,210000.0
United States,Bachelor’s degree,12.0,162000.0
United States,Bachelor’s degree,10.0,60000.0
United States,Bachelor’s degree,12.0,85000.0
United States,Bachelor’s degree,17.0,72000.0
United States,Bachelor’s degree,11.0,140000.0
United States,Post grad,37.0,200000.0
United States,Bachelor’s degree,5.0,130000.0
United States,Master’s degree,20.0,80000.0
United States,Less than a Bachelors,12.0,184000.0
United States,Bachelor’s degree,5.0,95000.0
United States,Bachelor’s degree,5.0,90000.0
United States,Less than a Bachelors,7.0,110000.0
United States,Master’s degree,30.0,150000.0
United States,Less than a Bachelors,0.5,15000.0
United States,Bachelor’s degree,3.0,120000.0
Canada,Master’s degree,5.0,71850.0
Canada,Bachelor’s degree,14.0,58236.0
Canada,Less than a Bachelors,30.0,137649.0
United States,Bachelor’s degree,1.0,90000.0
United States,Bachelor’s degree,6.0,107000.0
United States,Bachelor’s degree,20.0,120000.0
Canada,Bachelor’s degree,4.0,68068.0
United States,Less than a Bachelors,15.0,101500.0
United States,Bachelor’s degree,21.0,210000.0
United States,Bachelor’s degree,15.0,120000.0
Canada,Bachelor’s degree,15.0,103615.0
Canada,Bachelor’s degree,4.0,56723.0
United States,Master’s degree,8.0,130000.0
United States,Bachelor’s degree,4.0,100000.0
Australia,Bachelor’s degree,2.0,45431.0
United States,Less than a Bachelors,30.0,210000.0
Germany,Master’s degree,3.0,97288.0
United States,Bachelor’s degree,15.0,130000.0
Canada,Less than a Bachelors,3.0,46891.0
United States,Bachelor’s degree,8.0,240000.0
Canada,Less than a Bachelors,25.0,68068.0
United States,Bachelor’s degree,4.0,104500.0
Australia,Master’s degree,13.0,90193.0
India,Bachelor’s degree,2.0,36300.0
United States,Less than a Bachelors,2.0,28800.0
United States,Bachelor’s degree,27.0,146000.0
United States,Master’s degree,5.0,101000.0
United States,Master’s degree,7.0,134000.0
United States,Bachelor’s degree,19.0,126250.0
United States,Bachelor’s degree,2.0,85000.0
Brazil,Bachelor’s degree,4.0,19236.0
United States,Bachelor’s degree,2.0,90000.0
United States,Master’s degree,1.0,80000.0
United States,Bachelor’s degree,5.0,182000.0
United States,Bachelor’s degree,12.0,85000.0
United States,Bachelor’s degree,20.0,120000.0
United States,Bachelor’s degree,4.0,74000.0
United States,Bachelor’s degree,1.0,82000.0
United States,Bachelor’s degree,2.0,70000.0
United States,Master’s degree,7.0,120000.0
United States,Less than a Bachelors,6.0,150000.0
United States,Less than a Bachelors,8.0,150000.0
United States,Bachelor’s degree,6.0,105000.0
United States,Less than a Bachelors,2.0,65000.0
United States,Bachelor’s degree,12.0,125000.0
United States,Bachelor’s degree,10.0,127920.0
Canada,Less than a Bachelors,2.0,42354.0
United States,Bachelor’s degree,26.0,190000.0
United States,Less than a Bachelors,2.0,121500.0
United States,Bachelor’s degree,9.0,120000.0
Brazil,Master’s degree,14.0,60000.0
United States,Bachelor’s degree,7.0,95000.0
United States,Less than a Bachelors,5.0,50000.0
United States,Bachelor’s degree,34.0,125600.0
Canada,Master’s degree,17.0,78657.0
United States,Bachelor’s degree,8.0,130000.0
United States,Less than a Bachelors,15.0,180000.0
Australia,Less than a Bachelors,6.0,76831.0
Australia,Master’s degree,5.0,42758.0
United States,Bachelor’s degree,9.0,96000.0
United States,Bachelor’s degree,1.0,65000.0
United States,Master’s degree,22.0,120000.0
United States,Bachelor’s degree,3.0,97000.0
United States,Bachelor’s degree,4.0,95000.0
United States,Bachelor’s degree,10.0,130000.0
United States,Bachelor’s degree,25.0,75000.0
United States,Bachelor’s degree,2.0,135000.0
United States,Bachelor’s degree,0.5,80000.0
United States,Bachelor’s degree,20.0,115000.0
United States,Master’s degree,15.0,167000.0
United States,Bachelor’s degree,5.0,50000.0
United States,Bachelor’s degree,12.0,110000.0
United States,Bachelor’s degree,7.0,113000.0
United States,Less than a Bachelors,21.0,180000.0
United States,Bachelor’s degree,2.0,115000.0
United States,Bachelor’s degree,20.0,187000.0
United States,Bachelor’s degree,5.0,187000.0
Canada,Master’s degree,9.0,105884.0
United States,Bachelor’s degree,7.0,70990.0
Canada,Bachelor’s degree,11.0,126000.0
United States,Master’s degree,7.0,135000.0
United States,Bachelor’s degree,15.0,160000.0
United States,Bachelor’s degree,1.0,72000.0
Canada,Bachelor’s degree,40.0,94539.0
Brazil,Bachelor’s degree,13.0,50856.0
United States,Bachelor’s degree,10.0,165000.0
United States,Master’s degree,10.0,95400.0
United States,Bachelor’s degree,2.0,120000.0
United States,Master’s degree,31.0,135000.0
United States,Master’s degree,10.0,200000.0
Canada,Bachelor’s degree,15.0,90758.0
United States,Bachelor’s degree,6.0,101000.0
United States,Master’s degree,15.0,220000.0
United States,Bachelor’s degree,3.0,80000.0
United States,Bachelor’s degree,34.0,225000.0
Australia,Master’s degree,25.0,86853.0
United States,Bachelor’s degree,3.0,110000.0
United States,Bachelor’s degree,7.0,83000.0
United States,Bachelor’s degree,1.0,77000.0
United States,Bachelor’s degree,11.0,137500.0
United States,Bachelor’s degree,10.0,71000.0
United States,Bachelor’s degree,3.0,100000.0
Australia,Less than a Bachelors,4.0,51800.0
United States,Master’s degree,7.0,100000.0
United States,Bachelor’s degree,11.0,217000.0
Canada,Bachelor’s degree,5.0,62653.0
United States,Master’s degree,25.0,165000.0
United States,Bachelor’s degree,3.0,87000.0
Australia,Bachelor’s degree,9.0,93533.0
United States,Master’s degree,25.0,182000.0
United States,Bachelor’s degree,0.5,42000.0
Australia,Bachelor’s degree,8.0,94202.0
Australia,Master’s degree,20.0,106895.0
United States,Less than a Bachelors,8.0,145000.0
United States,Master’s degree,6.0,90000.0
United States,Post grad,8.0,175000.0
Canada,Master’s degree,7.0,83194.0
Canada,Bachelor’s degree,4.0,45379.0
Australia,Bachelor’s degree,22.0,76831.0
United States,Bachelor’s degree,8.0,100000.0
Australia,Bachelor’s degree,5.0,53448.0
Australia,Master’s degree,3.0,52112.0
Australia,Bachelor’s degree,15.0,48103.0
United States,Bachelor’s degree,1.0,62000.0
Australia,Bachelor’s degree,13.0,119589.0
Canada,Less than a Bachelors,10.0,64287.0
United States,Bachelor’s degree,8.0,70000.0
Australia,Bachelor’s degree,10.0,70017.0
United States,Less than a Bachelors,20.0,59000.0
United States,Bachelor’s degree,4.0,65000.0
United States,Bachelor’s degree,0.5,68000.0
Canada,Post grad,50.0,120000.0
United States,Bachelor’s degree,12.0,146000.0
United States,Master’s degree,4.0,72000.0
United States,Bachelor’s degree,2.0,95000.0
Australia,Bachelor’s degree,12.0,80172.0
France,Less than a Bachelors,1.0,42158.0
Australia,Bachelor’s degree,3.0,46767.0
Canada,Post grad,8.0,113447.0
Brazil,Master’s degree,11.0,12372.0
India,Bachelor’s degree,7.0,19272.0
United States,Master’s degree,7.0,72000.0
United States,Post grad,4.0,80000.0
Australia,Master’s degree,7.0,66810.0
Brazil,Less than a Bachelors,8.0,19236.0
Australia,Bachelor’s degree,7.0,86853.0
United States,Bachelor’s degree,8.0,104000.0
United States,Less than a Bachelors,5.0,78000.0
United States,Bachelor’s degree,0.5,85000.0
United States,Bachelor’s degree,3.0,140000.0
Brazil,Less than a Bachelors,4.0,24744.0
United States,Less than a Bachelors,25.0,200000.0
Australia,Bachelor’s degree,10.0,76831.0
Australia,Master’s degree,30.0,80172.0
United States,Master’s degree,7.0,78000.0
Brazil,Bachelor’s degree,11.0,38484.0
Australia,Bachelor’s degree,20.0,160343.0
Australia,Bachelor’s degree,3.0,86853.0
United States,Less than a Bachelors,25.0,115000.0
Canada,Bachelor’s degree,5.0,60505.0
Australia,Bachelor’s degree,22.0,84180.0
Canada,Less than a Bachelors,2.0,32521.0
United States,Bachelor’s degree,0.5,150000.0
United States,Less than a Bachelors,5.0,55000.0
Canada,Less than a Bachelors,6.0,71850.0
United States,Less than a Bachelors,24.0,99999.0
Australia,Bachelor’s degree,12.0,73491.0
United States,Bachelor’s degree,30.0,220000.0
United States,Master’s degree,10.0,160000.0
Australia,Bachelor’s degree,8.0,100214.0
United States,Master’s degree,34.0,142000.0
Germany,Master’s degree,18.0,64859.0
United States,Bachelor’s degree,12.0,85000.0
United States,Master’s degree,9.0,130000.0
Australia,Less than a Bachelors,13.0,106895.0
Canada,Bachelor’s degree,3.0,67312.0
United States,Less than a Bachelors,4.0,60000.0
United States,Less than a Bachelors,3.0,90000.0
Canada,Master’s degree,8.0,105884.0
United States,Bachelor’s degree,20.0,160000.0
United States,Master’s degree,5.0,60000.0
Canada,Bachelor’s degree,4.0,77900.0
Australia,Less than a Bachelors,5.0,58458.0
United States,Bachelor’s degree,3.0,110000.0
United States,Bachelor’s degree,9.0,122000.0
Australia,Bachelor’s degree,12.0,56124.0
Australia,Less than a Bachelors,3.0,36745.0
United States,Less than a Bachelors,12.0,180000.0
Australia,Bachelor’s degree,2.0,54784.0
United States,Bachelor’s degree,15.0,155000.0
United States,Bachelor’s degree,12.0,128000.0
United States,Master’s degree,5.0,156000.0
Brazil,Bachelor’s degree,5.0,22449.0
India,Bachelor’s degree,7.0,15084.0
Canada,Less than a Bachelors,15.0,75631.0
Australia,Less than a Bachelors,26.0,96874.0
